Character	Character Label	State Symbol	State Label	Entity ID	Entity Label	Quality ID	Quality Label	Related Entity ID	Related Entity Label	
44	Axial radials articulate with pre-and post-axial radials	0	absent	UBERON:2101586 and (RO:0002220 some UBERON:4300123) and (RO:0002220 some UBERON:0018304)	'pectoral fin radial element' and (adjacent_to some 'pre-axial region') and (adjacent_to some 'post-axial region')	PATO:0000141 and (PHENOSCAPE:complement_of some PATO:0002278)	structure and (not some 'articulated with')	UBERON:2101586 and (BFO:0000050 some UBERON:4300123)	'pectoral fin radial element' and (part_of some 'pre-axial region')
44	Axial radials articulate with pre-and post-axial radials	0	absent	UBERON:2101586 and (RO:0002220 some UBERON:4300123) and (RO:0002220 some UBERON:0018304)	'pectoral fin radial element' and (adjacent_to some 'pre-axial region') and (adjacent_to some 'post-axial region')	PATO:0000141 and (PHENOSCAPE:complement_of some PATO:0002278)	structure and (not some 'articulated with')	UBERON:2101586 and (BFO:0000050 some UBERON:0018304)	'pectoral fin radial element' and (part_of some 'post-axial region')
44	Axial radials articulate with pre-and post-axial radials	1	present	UBERON:2101586 and (RO:0002220 some UBERON:4300123) and (RO:0002220 some UBERON:0018304)	'pectoral fin radial element' and (adjacent_to some 'pre-axial region') and (adjacent_to some 'post-axial region')	PATO:0002278	'articulated with'	UBERON:2101586 and (BFO:0000050 some UBERON:4300123)	'pectoral fin radial element' and (part_of some 'pre-axial region')
44	Axial radials articulate with pre-and post-axial radials	1	present	UBERON:2101586 and (RO:0002220 some UBERON:4300123) and (RO:0002220 some UBERON:0018304)	'pectoral fin radial element' and (adjacent_to some 'pre-axial region') and (adjacent_to some 'post-axial region')	PATO:0002278	'articulated with'	UBERON:2101586 and (BFO:0000050 some UBERON:0018304)	'pectoral fin radial element' and (part_of some 'post-axial region')
45	Claspers with 'toothed' plate	0	absent	UBERON:0010516	clasper	PATO:0000052 and (PHENOSCAPE:complement_of some PATO:0001205)	shape and (not some dentated)		
45	Claspers with 'toothed' plate	1	present	UBERON:0010516	clasper	PATO:0000052	shape		
46	Central figure and surrounding segments on dorsal osteoderms	0	absent	UBERON:0018309	'central figure of scute'	PATO:0000462	absent		
46	Central figure and surrounding segments on dorsal osteoderms	0	absent	UBERON:0000063 and (BFO:0000050 some UBERON:0008201)	'organ subunit' and (part_of some scute)	PATO:0000462	absent		
46	Central figure and surrounding segments on dorsal osteoderms	1	present	UBERON:0018309	'central figure of scute'	PATO:0000467	present		
46	Central figure and surrounding segments on dorsal osteoderms	1	present	UBERON:0000063 and (BFO:0000050 some UBERON:0008201)	'organ subunit' and (part_of some scute)	PATO:0000467	present		
47	Retroarticular process composition	0	composed of articular only	UBERON:3000543	'retroarticular process'	PATO:0000025	composition	UBERON:2001805	'articular bone'
47	Retroarticular process composition	1	composed of several bones (three of: surangular, articular, angular, prearticular)	UBERON:3000543	'retroarticular process'	PATO:0000025	composition	UBERON:0011636	'surangular bone'
47	Retroarticular process composition	1	composed of several bones (three of: surangular, articular, angular, prearticular)	UBERON:3000543	'retroarticular process'	PATO:0000025	composition	UBERON:2001805	'articular bone'
47	Retroarticular process composition	1	composed of several bones (three of: surangular, articular, angular, prearticular)	UBERON:3000543	'retroarticular process'	PATO:0000025	composition	UBERON:0011079	'angular bone'
47	Retroarticular process composition	1	composed of several bones (three of: surangular, articular, angular, prearticular)	UBERON:3000543	'retroarticular process'	PATO:0000025	composition	UBERON:0011637	'prearticular bone'
47	Retroarticular process composition	1	composed of several bones (three of: surangular, articular, angular, prearticular)	UBERON:3000543	'retroarticular process'	PATO:0001890	tripartite		
48	Ectethmoid:	0	no anterior or lateral expansion	BSPO:0000071 and (BFO:0000050 some UBERON:0010889)	'anterior region' and (part_of some ectethmoid)	PATO:0000117 and (PHENOSCAPE:complement_of some PATO:0000586)	size and (not some 'increased size')		
48	Ectethmoid:	0	no anterior or lateral expansion	BSPO:0000082 and (BFO:0000050 some UBERON:0010889)	'lateral region' and (part_of some ectethmoid)	PATO:0000117 and (PHENOSCAPE:complement_of some PATO:0000586)	size and (not some 'increased size')		
48	Ectethmoid:	1	greatly expanded anteriorly, plate-like, with dorsal margin largely fused with frontals	UBERON:0010889	ectethmoid	PATO:0002253	platelike		
48	Ectethmoid:	1	greatly expanded anteriorly, plate-like, with dorsal margin largely fused with frontals	BSPO:0000071 and (BFO:0000050 some UBERON:0010889)	'anterior region' and (part_of some ectethmoid)	PATO:0000586	'increased size'		
48	Ectethmoid:	1	greatly expanded anteriorly, plate-like, with dorsal margin largely fused with frontals	BSPO:0000679 and (BFO:0000050 some UBERON:0010889)	'dorsal margin' and (part_of some ectethmoid)	PATO:0000642	'fused with'	UBERON:0000209	'tetrapod frontal bone'
48	Ectethmoid:	2	greatly expanded anterolaterally, inflated, with dorsal margin largely fused with frontals	UBERON:0010889	ectethmoid	PATO:0002376	inflated		
48	Ectethmoid:	2	greatly expanded anterolaterally, inflated, with dorsal margin largely fused with frontals	BSPO:0000029 and (BFO:0000050 some UBERON:0010889)	'antero-lateral region' and (part_of some ectethmoid)	PATO:0000586	'increased size'		
48	Ectethmoid:	2	greatly expanded anterolaterally, inflated, with dorsal margin largely fused with frontals	BSPO:0000679 and (BFO:0000050 some UBERON:0010889)	'dorsal margin' and (part_of some ectethmoid)	PATO:0000642	'fused with'	UBERON:0000209	'tetrapod frontal bone'
49	Ventral lobe of tail supported by hypochordal radials extending beyond level of body wall	0	absent	UBERON:0018324	'hypochordal radial'	PATO:0000140 and (PHENOSCAPE:complement_of some PATO:0002464)	position and (not some 'extends beyond')	UBERON:0000309	'body wall'
49	Ventral lobe of tail supported by hypochordal radials extending beyond level of body wall	1	present	UBERON:0018324	'hypochordal radial'	PATO:0002464	'extends beyond'	UBERON:0000309	'body wall'
50	p1 presence of tooth replacement at Lp1 position	0	absent	UBERON:0018296 and (RO:0002220 some UBERON:0018284)	'replacement tooth' and (adjacent_to some 'lower premolar 1')	PATO:0000462	absent		
50	p1 presence of tooth replacement at Lp1 position	1	presence	UBERON:0018296 and (RO:0002220 some UBERON:0018284)	'replacement tooth' and (adjacent_to some 'lower premolar 1')	PATO:0000467	present		
51	Parietal, supratemporal processes length from the level of the parietal notch compared to the parietal anterior to that point (G30)	0	greater than 1/2	UBERON:0018365	'supratemporal process'	PATO:0000573	'increased length'		
51	Parietal, supratemporal processes length from the level of the parietal notch compared to the parietal anterior to that point (G30)	1	less than 1/2	UBERON:0018365	'supratemporal process'	PATO:0000574	'decreased length'		
51	Parietal, supratemporal processes length from the level of the parietal notch compared to the parietal anterior to that point (G30)	2	absent	UBERON:0018365	'supratemporal process'	PATO:0000462	absent		
52	Osteoderms, ventral surface of the body (E126)	0	absent	UBERON:0008201 and (UBERON:attaches_to some (BSPO:0000084 and (BFO:0000050 some UBERON:0000468)))	scute and (attaches_to some ('ventral region' and (part_of some 'multicellular organism')))	PATO:0000462	absent		
52	Osteoderms, ventral surface of the body (E126)	1	present	UBERON:0008201 and (UBERON:attaches_to some (BSPO:0000084 and (BFO:0000050 some UBERON:0000468)))	scute and (attaches_to some ('ventral region' and (part_of some 'multicellular organism')))	PATO:0000467	present		
53	BRC parietal, parietal foramina, number	0	one or two foramina	UBERON:0004111 and (BFO:0000050 some UBERON:0000210)	'anatomical conduit' and (part_of some 'tetrapod parietal bone')	PATO:0000070	amount		
53	BRC parietal, parietal foramina, number	1	numerous foramina	UBERON:0004111 and (BFO:0000050 some UBERON:0000210)	'anatomical conduit' and (part_of some 'tetrapod parietal bone')	PATO:0000070	amount		
54	Lateral line passes through scales	0	absent	UBERON:0010202	'lateral line'	PATO:0000140 and (PHENOSCAPE:complement_of some PATO:0005016)	position and (not some 'surrounded by')	UBERON:0002542	scale
54	Lateral line passes through scales	1	present	UBERON:0010202	'lateral line'	PATO:0005016	'surrounded by'	UBERON:0002542	scale
55	Coracoid foramen	0	enclosed by coracoid only	UBERON:2001737	'coracoid foramen'	PATO:0005016	'surrounded by'	UBERON:0004743	'coracoid bone'
55	Coracoid foramen	1	enclosed by scapula and coracoid	UBERON:2001737	'coracoid foramen'	PATO:0005016	'surrounded by'	UBERON:0004743	'coracoid bone'
55	Coracoid foramen	1	enclosed by scapula and coracoid	UBERON:2001737	'coracoid foramen'	PATO:0005016	'surrounded by'	UBERON:0006849	scapula
55	Coracoid foramen	2	absent	UBERON:2001737	'coracoid foramen'	PATO:0000462	absent		
56	Prefrontal	0	present	UBERON:0010750	'prefrontal bone'	PATO:0000467	present		
56	Prefrontal	1	absent	UBERON:0010750	'prefrontal bone'	PATO:0000462	absent		
57	Posterior extension of orbit	0	absent - orbit is nearly circular	UBERON:0001697	'orbit of skull'	PATO:0002397	subcircular		
57	Posterior extension of orbit	1	present - orbit has elongated oval shape	UBERON:0001697	'orbit of skull'	PATO:0001891	ovate		
58	Four facetted articulation of exoccipital and atlas	0	absent	UBERON:4300038 and (BFO:0000050 some UBERON:0017157)	facet and (part_of some 'exoccipital-atlas joint')	PATO:0000141	structure		
58	Four facetted articulation of exoccipital and atlas	1	present	UBERON:4300038 and (BFO:0000050 some UBERON:0017157)	facet and (part_of some 'exoccipital-atlas joint')	PATO:0000070	amount		
58	Four facetted articulation of exoccipital and atlas	1	present	UBERON:4300038 and (BFO:0000050 some UBERON:0017157)	facet and (part_of some 'exoccipital-atlas joint')	PATO:0000141	structure		
59	Relative lengths of manual digit III and digit IV	0	IV longer	UBERON:0003624	'manual digit 4'	PATO:0000573	'increased length'	UBERON:0003623	'manual digit 3'
59	Relative lengths of manual digit III and digit IV	1	III longer	UBERON:0003623	'manual digit 3'	PATO:0000573	'increased length'	UBERON:0003624	'manual digit 4'
60	Overall body depth	0	slender or intermediate, <50% of SL	UBERON:0000468	'multicellular organism'	PATO:0002212	slender		
60	Overall body depth	0	slender or intermediate, <50% of SL	UBERON:0000468	'multicellular organism'	PATO:0001472	'decreased depth'		
60	Overall body depth	1	deep bodied, depth of body greatest near midline and over 50% of SL	UBERON:0000468	'multicellular organism'	PATO:0001596	'increased depth'		
61	Angular (RZ132)	0	present	UBERON:0011079	'angular bone'	PATO:0000467	present		
61	Angular (RZ132)	1	absent	UBERON:0011079	'angular bone'	PATO:0000462	absent		
62	Glossopharyngeal nerve foramen exits dorsally, posterior to otic capsule	0	absent	UBERON:4300132	'glossopharyngeal nerve foramen'	PATO:0000140 and (PHENOSCAPE:complement_of some PATO:0001633)	position and (not some 'posterior to')	UBERON:0004637	'otic capsule'
62	Glossopharyngeal nerve foramen exits dorsally, posterior to otic capsule	1	present	UBERON:4300132	'glossopharyngeal nerve foramen'	PATO:0001633	'posterior to'	UBERON:0004637	'otic capsule'
63	Acetabular buttress	0	small	UBERON:4200039	'supraacetabular buttress'	PATO:0000587	'decreased size'		
63	Acetabular buttress	1	large, overhanging acetabulum	UBERON:4200039	'supraacetabular buttress'	PATO:0000586	'increased size'		
63	Acetabular buttress	1	large, overhanging acetabulum	UBERON:4200039	'supraacetabular buttress'	PATO:0002488	overlapping	UBERON:0001269	'acetabular part of hip bone'
64	Peaked caudal keel (heightened relative to dorsal keels)	0	absent (keels equal)	UBERON:0018307 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON:0008201)))	keel and (part_of some ('posterior region' and (part_of some scute)))	PATO:0000119 and (PATO:similar_in_magnitude_relative_to some (UBERON:0018307 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0008201)))))	height and (similar_in_magnitude_relative_to some (keel and (part_of some ('dorsal region' and (part_of some scute)))))		
64	Peaked caudal keel (heightened relative to dorsal keels)	1	present	UBERON:0018307 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON:0008201)))	keel and (part_of some ('posterior region' and (part_of some scute)))	PATO:0000570	'increased height'	UBERON:0018307 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0008201)))	keel and (part_of some ('dorsal region' and (part_of some scute)))
65	Origin of subclavian arteries	0	subclavian arteries displaced  cranially to originate from right or left third or fourth aortic arches	UBERON:0001533	'subclavian artery'	PATO:0000140	position	UBERON:0003120	'pharyngeal arch artery 3'
65	Origin of subclavian arteries	0	subclavian arteries displaced  cranially to originate from right or left third or fourth aortic arches	UBERON:0001533	'subclavian artery'	PATO:0000140	position	UBERON:0003121	'pharyngeal arch artery 4'
65	Origin of subclavian arteries	1	subclavian arteries originate far anteriorly, near carotids	UBERON:0001533	'subclavian artery'	PATO:0000140	position	UBERON:0001530	'common carotid artery plus branches'
65	Origin of subclavian arteries	2	subclavian arteries originate anterior to separation of internal and external carotids	UBERON:0001533	'subclavian artery'	PATO:0000140	position	UBERON:0001532	'internal carotid artery'
65	Origin of subclavian arteries	2	subclavian arteries originate anterior to separation of internal and external carotids	UBERON:0001533	'subclavian artery'	PATO:0000140	position	UBERON:0001070	'external carotid artery'
65	Origin of subclavian arteries	3							
66	Third cervical vertebra, osseous bridge from transverse process to the postzygapophysis:	0	absent	UBERON:0004530 and (PHENOSCAPE:extends_from some (UBERON:0018143 and (BFO:0000050 some UBERON:0004612))) and (PHENOSCAPE:extends_to some (UBERON:0008462 and (BFO:0000050 some UBERON:0004612)))	'bony projection' and (extends_from some ('transverse process of cervical vertebra' and (part_of some 'mammalian cervical vertebra 3'))) and (extends_to some ('postzygapophysis of cervical vertebra' and (part_of some 'mammalian cervical vertebra 3')))	PATO:0000462	absent		
66	Third cervical vertebra, osseous bridge from transverse process to the postzygapophysis:	1	present	UBERON:0004530 and (PHENOSCAPE:extends_from some (UBERON:0018143 and (BFO:0000050 some UBERON:0004612))) and (PHENOSCAPE:extends_to some (UBERON:0008462 and (BFO:0000050 some UBERON:0004612)))	'bony projection' and (extends_from some ('transverse process of cervical vertebra' and (part_of some 'mammalian cervical vertebra 3'))) and (extends_to some ('postzygapophysis of cervical vertebra' and (part_of some 'mammalian cervical vertebra 3')))	PATO:0000467	present		
67	Premaxilla, fusion into single element (LC00-1)	0	absent, paired premaxillae	UBERON:0002244 and (BSPO:0000120 some UBERON:0000468)	premaxilla and (in_left_side_of some 'multicellular organism')	PATO:0001505	'separated from'	UBERON:0002244 and (BSPO:0000121 some UBERON:0000468)	premaxilla and (in_right_side_of some 'multicellular organism')
67	Premaxilla, fusion into single element (LC00-1)	1	present	UBERON:0002244 and (BSPO:0000120 some UBERON:0000468)	premaxilla and (in_left_side_of some 'multicellular organism')	PATO:0000642	'fused with'	UBERON:0002244 and (BSPO:0000121 some UBERON:0000468)	premaxilla and (in_right_side_of some 'multicellular organism')
68	Hyoid articular area on posterolateral angle of otic capsule	0	absent	UBERON:0008124 and (BFO:0000050 some (BSPO:0000028 and (BFO:0000050 some UBERON:0004637))) and (RO:0002150 some UBERON:0001685)	'joint articular surface' and (part_of some ('postero-lateral region' and (part_of some 'otic capsule'))) and (connected_to some 'hyoid bone')	PATO:0000462	absent		
